73.75 W, 34, 31, 41 %, 4 %
74.74 W, 34, 31, 38 %, 4 %
74.25 W, 34, 31, 45 %, 4 %
76.21 W, 35, 31, 39 %, 4 %
76.70 W, 35, 31, 41 %, 4 %
75.72 W, 35, 31, 47 %, 4 %
76.70 W, 35, 31, 38 %, 4 %
136.41 W, 37, 33, 88 %, 22 %
116.39 W, 38, 35, 92 %, 27 %
147.10 W, 38, 35, 94 %, 29 %
151.51 W, 39, 36, 88 %, 26 %
174.42 W, 39, 36, 91 %, 26 %
162.18 W, 39, 36, 87 %, 26 %
157.39 W, 39, 37, 92 %, 29 %
202.33 W, 40, 37, 92 %, 26 %
158.37 W, 40, 37, 88 %, 27 %
161.69 W, 41, 38, 90 %, 27 %
135.34 W, 40, 37, 94 %, 27 %
168.05 W, 41, 38, 93 %, 30 %
113.93 W, 40, 38, 92 %, 28 %
139.75 W, 41, 38, 92 %, 27 %
195.09 W, 41, 38, 87 %, 25 %
158.75 W, 41, 39, 88 %, 25 %
149.45 W, 42, 39, 94 %, 29 %
136.01 W, 41, 38, 92 %, 28 %
148.08 W, 42, 39, 92 %, 27 %
163.76 W, 42, 40, 95 %, 30 %
163.65 W, 42, 40, 95 %, 27 %
201.71 W, 42, 39, 89 %, 27 %
161.20 W, 43, 40, 94 %, 29 %
155.33 W, 42, 40, 93 %, 28 %
155.82 W, 42, 39, 95 %, 28 %
178.34 W, 43, 41, 96 %, 30 %
186.17 W, 43, 40, 94 %, 28 %
211.21 W, 43, 40, 91 %, 26 %
159.84 W, 43, 41, 93 %, 28 %
163.16 W, 43, 41, 94 %, 28 %
176.75 W, 42, 39, 66 %, 21 %
151.90 W, 43, 40, 74 %, 29 %
146.12 W, 42, 40, 66 %, 14 %
153.96 W, 44, 41, 93 %, 27 %
193.62 W, 44, 41, 92 %, 26 %
140.33 W, 44, 41, 96 %, 30 %
153.47 W, 44, 42, 93 %, 26 %
194.86 W, 44, 41, 94 %, 27 %
173.33 W, 45, 42, 93 %, 29 %
200.11 W, 45, 42, 97 %, 29 %
198.77 W, 45, 42, 93 %, 30 %
147.20 W, 45, 42, 96 %, 29 %
198.28 W, 45, 42, 97 %, 30 %
180.79 W, 45, 42, 90 %, 26 %
174.91 W, 45, 42, 93 %, 27 %
187.52 W, 45, 41, 89 %, 26 %
153.37 W, 44, 42, 92 %, 29 %
194.73 W, 45, 42, 92 %, 27 %
174.42 W, 45, 43, 97 %, 30 %
187.15 W, 45, 42, 95 %, 29 %
135.43 W, 45, 42, 92 %, 26 %
200.24 W, 45, 42, 94 %, 27 %
145.72 W, 44, 42, 85 %, 26 %
167.29 W, 45, 42, 95 %, 28 %
172.95 W, 45, 42, 93 %, 25 %
165.71 W, 45, 42, 92 %, 25 %
175.17 W, 45, 43, 95 %, 28 %
169.52 W, 45, 43, 90 %, 26 %
175.40 W, 45, 43, 89 %, 26 %
200.86 W, 45, 42, 92 %, 26 %
127.10 W, 45, 42, 91 %, 27 %
200.73 W, 45, 42, 90 %, 28 %
78.17 W, 43, 40, 92 %, 24 %
169.03 W, 44, 42, 82 %, 29 %
76.21 W, 43, 40, 75 %, 27 %
196.32 W, 45, 41, 95 %, 28 %
155.33 W, 45, 42, 96 %, 29 %
155.82 W, 45, 43, 93 %, 28 %
201.84 W, 45, 42, 90 %, 26 %
163.65 W, 45, 43, 93 %, 28 %
205.49 W, 45, 43, 94 %, 30 %
214.43 W, 45, 41, 95 %, 27 %
202.55 W, 45, 42, 87 %, 26 %
192.41 W, 45, 43, 95 %, 29 %
185.07 W, 45, 42, 86 %, 24 %
138.86 W, 45, 42, 89 %, 26 %
157.88 W, 45, 42, 92 %, 27 %
165.99 W, 45, 43, 94 %, 27 %
194.37 W, 45, 42, 90 %, 24 %
223.58 W, 45, 42, 89 %, 25 %
157.88 W, 45, 43, 96 %, 27 %
191.31 W, 46, 43, 96 %, 29 %
188.74 W, 45, 42, 92 %, 26 %
198.90 W, 45, 43, 95 %, 28 %
198.77 W, 45, 43, 95 %, 29 %
211.84 W, 45, 43, 83 %, 26 %
130.44 W, 45, 43, 91 %, 25 %
198.64 W, 46, 43, 96 %, 30 %
147.68 W, 45, 43, 88 %, 27 %
192.05 W, 45, 43, 88 %, 26 %
173.82 W, 45, 43, 92 %, 25 %
194.37 W, 46, 43, 90 %, 25 %
172.35 W, 45, 42, 91 %, 29 %
197.79 W, 46, 43, 92 %, 25 %
213.59 W, 46, 43, 91 %, 29 %
80.63 W, 44, 41, 86 %, 21 %
142.20 W, 45, 43, 77 %, 28 %
79.15 W, 43, 40, 63 %, 20 %
170.39 W, 44, 42, 94 %, 27 %
215.12 W, 45, 43, 92 %, 26 %
179.20 W, 45, 43, 95 %, 27 %
170.39 W, 45, 42, 87 %, 25 %
134.36 W, 45, 43, 91 %, 27 %
198.28 W, 45, 42, 96 %, 29 %
175.40 W, 45, 43, 94 %, 26 %
190.82 W, 46, 43, 95 %, 27 %
169.52 W, 45, 43, 89 %, 26 %
182.74 W, 45, 43, 96 %, 30 %
156.79 W, 46, 44, 97 %, 29 %
207.22 W, 46, 43, 94 %, 29 %
